link,name,Model Name,Series,Color,Type,user rating,Price,Suitable For,Processor Brand,Processor Name,Processor Generation,Processor Variant,Clock Speed,Number of Cores,Cache,RAM,RAM Type,RAM Frequency,Memory Slots,SSD,SSD Capacity,HDD Capacity,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Graphic Processor,TGP,Screen Size,Screen Resolution,Screen Type,Refresh Rate,Brightness,Weight,Dimensions,Battery Backup,Battery Cell,Power Supply,Operating System,MS Office Provided,Backlit Keyboard,Web Camera
https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm7d1b1a9d3579b?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_92&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEDBYGSMA6.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Green, 1.37 kg, With MS Office)",Book Prime,Book Prime,Green,Thin and Light Laptop,4.3,"?64,990","Entertainment, Performance, Processing & Multitasking",Intel,Core i5,11th Gen,11320H,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,,8,16 GB,LPDDR4X,4266 MHz,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2160 x 1440 Pixel,"Quad HD, 60 Hz Refresh Rate",,,1.37 kg,307.21 x 228.96 x 15.55 mm,Upto 12 hours,54Wh,65W Type-C Adaptor,Windows 11 Home,Yes,Yes,
https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itmcef634fed35db?pid=COMGCWBEUEYYC7WH&lid=LSTCOMGCWBEUEYYC7WHYDUYN1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_93&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEUEYYC7WH.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)",Book Prime,Book Prime,Blue,Thin and Light Laptop,4.3,"?64,990","Entertainment, Performance, Processing & Multitasking",Intel,Core i5,11th Gen,11320H,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,,8,16 GB,LPDDR4X,4266 MHz,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2160 x 1440 Pixel,"Quad HD, 60 Hz Refresh Rate",,,1.37 kg,307.21 x 228.96 x 15.55 mm,Upto 12 hours,54Wh,65W Type-C Adaptor,Windows 11 Home,Yes,Yes,
https://www.flipkart.com/dell-g15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-165-hz-g15-5511-se-gaming-laptop/p/itm39da14bb5a421?pid=COMGCQQZZYT3G54U&lid=LSTCOMGCQQZZYT3G54UQEYIN0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_94&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCQQZZYT3G54U.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)",G15-5511 SE,G15,Obsidian Black,Gaming Laptop,,"?1,03,990",Gaming,Intel,Core i7,11th Gen,11800H,Base Frequency 2.6 GHz Upto Max Turbo Frequency at 4.4 GHz,8.0,24 MB,16 GB,DDR4,3200 MHz,2,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050 Ti,,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, WVA AG, 300 nits, 165Hz, 100% RGB(SE), Narrow Border",165 Hz,,2.65 kg,357 x 272 x 24.9 mm,Upto 10 Hours,6 Cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmb14d1cbc2f2fe?pid=COMGCNDPPQPTKCMN&lid=LSTCOMGCNDPPQPTKCMNMBBMZW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_95&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCNDPPQPTKCMN.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)",G15-5515,,Grey,Gaming Laptop,4.5,"?69,490",Gaming,AMD,Ryzen 5 Hexa Core,,5600H,3.2 GHz upto max turbo frequency at 4.4 Ghz,8.0,16,8 GB,DDR4,,2,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce RTX 3050,,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD IPS Narrow 120Hz 250 nits 45%,120 Hz,,2.57 kg,357 x 272 x 26.9 mm,Upto 10 Hours,3 cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/avita-satus-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-nu14a1inc43pn-mb-laptop/p/itmcc27c094ef28d?pid=COMGCGWTYFFFKAAY&lid=LSTCOMGCGWTYFFFKAAYW0IWKU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_96&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCGWTYFFFKAAY.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop  (14.1 Inch, Matt Black)",SATUS ULTIMUS S111,SATUS,Matt Black,Laptop,4.4,"?21,990",Processing & Multitasking,Intel,Celeron Dual Core,,N4020,,,,4 GB,DDR4,,,Yes,128 GB,,,,Intel Integrated UHD Graphics,,35.81 cm (14.1 Inch),1920 x 1080 Pixels,"FHD, IPS",,,,,Upto 8 Hours,,,Windows 11 Home,No,No,2 MP
https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itmb9d5c1df6f0c4?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_25&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GXUAAMYJF.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",S3402ZA-KM501WS,Vivobook S14 OLED (2022) Intel EVO,Neutral Grey,Thin and Light Laptop,4.6,"?74,990",Processing & Multitasking,Intel,Core i5,12th Gen,12500H,4.5,8.0,18,16 GB,DDR4,,1,Yes,512 GB,,,,Intel Integrated Iris Xe Graphics,,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",,,1.50 Kg,316.4 x 224.5 x 18.9 mm,,3,90W AC Adapter,Windows 11 Home,Yes,Yes,"720p HD camera, with privacy shutter"
https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km702ws-thin-light-laptop/p/itmd1086591ca87c?pid=COMGCG2GCTYUYF4N&lid=LSTCOMGCG2GCTYUYF4NFRNNAW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_26&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GCTYUYF4N.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM702WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 kg, With MS Office)",S3402ZA-KM702WS,Vivobook S14 OLED (2022) Intel EVO,Indie Black,Thin and Light Laptop,,"?94,990",Processing & Multitasking,Intel,Core i7,12th Gen,12700H,Base Frequency 3.0 GHz Max Turbo Frequency at 4.7 GHz,6.0,24 MB,16 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2880 x 1800 Pixels,"OLED, Anti-glare Display, Screen-to-Body Ratio: 85%, 16:9 Aspect Ratio, 90 Hz Refresh Rate, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1",,,1.50 kg,316.4 x 224.5 x 18.9,,3 Cell,90 W AC Adapter,Windows 11 Home,Yes,Yes,720p HD Camera with Privacy Shutter
https://www.flipkart.com/asus-zenbook-14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux3402za-km531ws-thin-light-laptop/p/itm92e2e0518b654?pid=COMGDGNFANZMQPAC&lid=LSTCOMGDGNFANZMQPACNAYX3S&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_27&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNFANZMQPAC.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM531WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)",UX3402ZA-KM531WS,Zenbook 14 OLED (2022) Intel EVO,Ponder Blue,Thin and Light Laptop,,"?89,990",Processing & Multitasking,Intel,Core i5,12th Gen,1240P,Base Frequency 1.7 GHz Max Turbo Frequency Upto 4.4 GHz,12.0,12 MB,16 GB,LPDDR5,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%",,,1.39 kg,313.6 x 220.6 x 16.9 mm,,4 Cell,65W Type-C Adaptor,Windows 11 Home,Yes,Yes,720p HD camera
https://www.flipkart.com/asus-zenbook-14x-2022-space-intel-evo-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-ux5401zas-kn711ws-thin-light-laptop/p/itm5ff6cd13c140c?pid=COMGDGNF2MQRPDCQ&lid=LSTCOMGDGNF2MQRPDCQTCSA3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_28&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNF2MQRPDCQ.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Zenbook 14X (2022) Space edition Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN711WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",UX5401ZAS-KN711WS,Zenbook 14X (2022) Space edition Intel EVO,Titanium,Thin and Light Laptop,,"?1,34,990",Processing & Multitasking,Intel,Core i7,12th Gen,12700H,Base Frequency 2.3 GHz Max Frequency Upto 4.7 GHz,12.0,24 MB,16 GB,LPDDR5,,,Yes,1 TB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, LED Backlit, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 550nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 92%",,,1.40 kg,311.2 x 221.1 x 15.9 mm,,3 Cell,100W Type-C Adapter,Windows 11 Home,Yes,Yes,720p HD Camera with Privacy Shutter
https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_29&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GXGJGEYUW.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM502WS Thin and Light Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)",S3402ZA-KM502WS,Vivobook S14 OLED (2022) Intel EVO,Indie Black,Thin and Light Laptop,4.6,"?74,990",Processing & Multitasking,Intel,Core i5,12th Gen,12500H,4.5,8.0,18,16 GB,DDR4,,1,Yes,512 GB,,,,Intel Integrated Iris Xe Graphics,,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",,,1.50 Kg,316.4 x 224.5 x 18.9 mm,,3,90W AC Adapter,Windows 11 Home,Yes,Yes,"720p HD camera, With privacy shutter"
https://www.flipkart.com/asus-zenbook-14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux3402za-km731ws-thin-light-laptop/p/itm84612fb82dd3a?pid=COMGDGNF3HP9GEZZ&lid=LSTCOMGDGNF3HP9GEZZCGFJI3&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_30&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNF3HP9GEZZ.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM731WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)",UX3402ZA-KM731WS,Zenbook 14 OLED (2022) Intel EVO,Ponder Blue,Thin and Light Laptop,,"?1,04,990",Processing & Multitasking,Intel,Core i7,12th Gen,1260P,Base Frequency 2.1 GHz Max Turbo Frequency Upto 4.7 GHz,12.0,18 MB,16 GB,LPDDR5,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%",,,1.39 kg,313.6 x 220.6 x 16.9 mm,,4 Cell,65W Type-C Adaptor,Windows 11 Home,Yes,Yes,720p HD camera
https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km701ws-thin-light-laptop/p/itm4187d820744b9?pid=COMGCG2GSAAZYQXG&lid=LSTCOMGCG2GSAAZYQXGLD3CDU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_31&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GSAAZYQXG.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM701WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",S3402ZA-KM701WS,Vivobook S14 OLED (2022) Intel EVO,Neutral Grey,Thin and Light Laptop,,"?94,990",Processing & Multitasking,Intel,Core i7,12th Gen,12700H,4.7,8.0,24,16 GB,DDR4,,1,Yes,512 GB,,,,Intel Integrated Iris Xe Graphics,,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",90 Hz,,1.50 Kg,316.4 x 224.5 x 18.9 mm,,3,90W AC Adapter,Windows 11 Home,Yes,Yes,"720p HD camera, with privacy shutter"
https://www.flipkart.com/asus-zenbook-14x-2022-space-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux5401zas-kn521ws-thin-light-laptop/p/itm6f374d850d89a?pid=COMGDGNFACGEDSGP&lid=LSTCOMGDGNFACGEDSGPCTKHQR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_32&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNFACGEDSGP.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Zenbook 14X (2022) Space edition Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5401ZAS-KN521WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",UX5401ZAS-KN521WS,Zenbook 14X (2022) Space edition Intel EVO,Titanium,Thin and Light Laptop,,"?1,14,990",Processing & Multitasking,Intel,Core i5,12th Gen,12500H,Base Frequency 2.5 GHz Max Frequency Upto 4.5 GHz,12.0,18 MB,16 GB,LPDDR5,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, LED Backlit, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 550nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 92%",,,1.40 kg,311.2 x 221.1 x 15.9 mm,,3 Cell,100W Type-C Adapter,Windows 11 Home,Yes,Yes,720p HD Camera with Privacy Shutter
https://www.flipkart.com/dell-vostro-3405-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-11-home-thin-light-laptop/p/itm5b2b4a21bf8a0?pid=COMGCVHM7TAJFGNB&lid=LSTCOMGCVHM7TAJFGNBKREXVV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_33&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCVHM7TAJFGNB.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)",Vostro 3405,Vostro 3405,Dune,Thin and Light Laptop,,"?42,990",Processing & Multitasking,AMD,Ryzen 5 Quad Core,,3450U,2.1 GHz with Turbo Boost Upto 3.5 GHz,4.0,6 MB,8 GB,DDR4,2400 MHz,2 Slots,Yes,256 GB,,,,AMD Radeon Vega 8,,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare Display,,,1.59 kg,329 x 240 x 20 mm,Upto 10 Hours,3 cell,,Windows 11 Home,Yes,No,HD Webcam
https://www.flipkart.com/asus-ryzen-7-hexa-core-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-rts-fa506ic-hn005t-gaming-laptop/p/itm6e3aad9f5d5fd?pid=COMGDYA4MFZHM36H&lid=LSTCOMGDYA4MFZHM36HZOYP2Z&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_34&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDYA4MFZHM36H.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Ryzen 7 Hexa Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 rts) FA506IC-HN005T Gaming Laptop  (15.6 inch, Graphite Black)",TUF Gaming A15,,Graphite Black,Gaming Laptop,,"?80,500",Gaming,AMD,Ryzen 7 Hexa Core,10th Gen,,,,,8 GB,DDR4,,,Yes,512 GB,,GDDR3,4 GB,NVIDIA GeForce RTX 3050 rts,,39.62 cm (15.6 inch),1080 x 1920$$Pixels pixel,,,,,,3 Hours,,,Windows 10 Home,No,,
https://www.flipkart.com/asus-ryzen-9-octa-core-10th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-rtx3060-6gb-fa506qm-hn124w-gaming-laptop/p/itmd56f46c8189d2?pid=COMGDVXPNGFMHWTX&lid=LSTCOMGDVXPNGFMHWTXPSNI8E&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_35&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDVXPNGFMHWTX.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop  (16.6 inch, Graphite Black)",TUF Gaming A15,,Graphite Black,Gaming Laptop,,"?1,06,990",Gaming,AMD,Ryzen 9 Octa Core,10th Gen,,,,,16 GB,DDR4,,,Yes,512 GB,,GDDR5,6 GB,NVIDIA GeForce RTX RTX3060-6GB,,42.16 cm (16.6 inch),1080-1920 pixel,,,,,,3 Hours,,,Windows 11 Home,No,,
https://www.flipkart.com/asus-core-i5-10th-gen-8-gb-256-gb-ssd-windows-11-home-x515ja-bq511ws-thin-light-laptop/p/itmd9d53b508670c?pid=COMGDRJQFQR9CHHM&lid=LSTCOMGDRJQFQR9CHHMJIR8NS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_36&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDRJQFQR9CHHM.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)",VivoBook 15,,Transparent Silver,Thin and Light Laptop,,"?43,430","Everyday Use, Performance, Processing & Multitasking",Intel,Core i5,10th Gen,,,,,8 GB,DDR4,,,Yes,256 GB,,,,Intel Integrated intel,,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,3 Hours,,,Windows 11 Home,Yes,,
https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-k513ea-l501ts-laptop/p/itm4a1e160a291e4?pid=COMGCWVN7FR3F2SC&lid=LSTCOMGCWVN7FR3F2SCYAU2TN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_37&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCWVN7FR3F2SC.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L501TS Laptop  (15.6 inch, Hearty Gold, With MS Office)",VivoBook 15,,Hearty Gold,Laptop,,"?65,990",Everyday Use,Intel,Core i5,11th Gen,,,,,8 GB,DDR4,,,Yes,256 GB,1 TB,DDR4,,Intel Integrated Intel HD Graphics,,39.62 cm (15.6 inch),720x1080 FHD OLED pixel,,,,,,5HR TO 6 HR,,,Windows 10 Home,Yes,,
https://www.flipkart.com/asus-ryzen-7-quad-core-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-4gb-graphics-g713ih-hx020t-gaming-laptop/p/itm2254e747d0863?pid=COMGDVZPHTYYV2ZY&lid=LSTCOMGDVZPHTYYV2ZY2AN8JT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_38&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDVZPHTYYV2ZY.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,"ASUS Ryzen 7 Quad Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1650 4GB Graphics) G713IH-HX020T Gaming Laptop  (17.3 inch, Gray)",ROG Strix G17,,Gray,Gaming Laptop,,"?82,449",Gaming,AMD,Ryzen 7 Quad Core,10th Gen,,,,,8 GB,DDR4,,,Yes,512 GB,,GDDR5,4 GB,NVIDIA GeForce GTX GTX 1650 4GB Graphics,,43.94 cm (17.3 inch),1920*1080 pixel,,,,,,3 Hours,,,Windows 10 Home,No,,
