laptop_id,name,external_link,price,price_tier,rating,ram_gb,storage_gb,weight,screen_size,cpu,gpu,gpu_vram_gb,cpu_score,gpu_score,ram_score,perf_score,performance_level,primary_usage,eco_class,estimated_consumption,price_inr
10,"DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)",https://www.flipkart.com/dell-inspiron-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-3525-notebook/p/itm96a6101fa53ff?pid=COMGCYF9EZKKPEWD&lid=LSTCOMGCYF9EZKKPEWDXSSFWJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_83&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYF9EZKKPEWD.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,3719.0,Entry,4.2,8,256.0,1.68,15.6,AMD Athlon Dual Core,AMD Radeon Radeon Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,30990.0
11,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop  (13.4 inch, Platinum Silver, 1.16 kg, With MS Office)",https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-xps-9305-thin-light-laptop/p/itm401718e258f55?pid=COMGBTB4G43BUDZF&lid=LSTCOMGBTB4G43BUDZFPXNSQL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_84&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGBTB4G43BUDZF.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,17957.0,Premium,,16,512.0,1.16,13.4,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,3,0,2,1.6,Medium,Développement,A,Low,149645.0
12,"Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)",https://www.flipkart.com/lenovo-yoga-7i-ryzen-7-octa-core-r7-5800u-5th-gen-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itmb3d84b43baa67?pid=COMGD4Y5G53ZV9QF&lid=LSTCOMGD4Y5G53ZV9QFTEI6DO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_85&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD4Y5G53ZV9QF.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,11906.0,Premium,,16,512.0,1.43,14.0,AMD Ryzen 7 Octa Core 5th Gen,AMD Radeon Integrated AMD Radeon Graphics,,2,0,2,1.2000000000000002,Low,Développement,A,Low,99219.0
13,"ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX3050- 4GB) FA506IC-HN075W Gaming Laptop  (15.6 inch, Black)",https://www.flipkart.com/asus-ryzen-7-dual-core-7th-gen-16-gb-512-gb-hdd-512-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx3050-4gb-fa506ic-hn075w-gaming-laptop/p/itmbc73703ff2567?pid=COMGCTDTPVZHZ85K&lid=LSTCOMGCTDTPVZHZ85KBRARGK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_86&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCTDTPVZHZ85K.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,9958.0,Premium,,16,1024.0,,15.6,AMD Ryzen 7 Dual Core 7th Gen,NVIDIA GeForce RTX3050- 4GB,4.0,2,2,2,2.0,Medium,Gaming,C,High,82980.0
14,"ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop  (15.6 inch, Silver, With MS Office)",https://www.flipkart.com/asus-ryzen-3-quad-core-3rd-gen-8-gb-256-gb-ssd-windows-11-home-m515da-br322ws-laptop/p/itm5c15928e928b5?pid=COMGCT6S5PZSVMCR&lid=LSTCOMGCT6S5PZSVMCRAIK43O&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_87&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCT6S5PZSVMCR.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,4434.0,Entry,4.7,8,256.0,,15.6,AMD Ryzen 3 Quad Core 3rd Gen,AMD Radeon amd redeon,,1,0,1,0.6000000000000001,Low,Études,B,Medium,36949.0
15,"ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 Inch, Black, 1.3 KG, With MS Office)",https://www.flipkart.com/asus-rog-flow-x13-2021-ryzen-9-octa-core-5900hs-5th-gen-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-120-hz-gv301qh-k6461ts-2-1-gaming-laptop/p/itmf10a123ac9ff8?pid=COMGCXNFTFHCBRHZ&lid=LSTCOMGCXNFTFHCBRHZD9Y6NJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_88&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCXNFTFHCBRHZ.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,15599.0,Premium,,32,1024.0,1.3,13.4,AMD Ryzen 9 Octa Core 5th Gen,NVIDIA GeForce GTX 1650,4.0,3,2,3,2.6,High,Gaming,B,Medium,129990.0
16,"MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP66 Leopard 11UG Gaming Laptop  (15.6 inches, Black, 2.9 kg)",https://www.flipkart.com/msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-240-hz-11ug-gaming-laptop/p/itm35c0e68298bbf?pid=COMGCYZHGA882HQX&lid=LSTCOMGCYZHGA882HQXL71A5Z&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_89&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYZHGA882HQX.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,18992.0,Premium,,16,1024.0,2.9,15.6,Intel Core i7 11th Gen,NVIDIA GeForce RTX 3070,8.0,2,3,2,2.4,High,Gaming,C,High,158270.0
17,"ASUS Vivobook 15 OLED Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L301WS Laptop  (15.6 inch, Hearty Gold, 1.80 kg kg, With MS Office)",https://www.flipkart.com/asus-vivobook-15-oled-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l301ws-laptop/p/itm1f81ebe4b317b?pid=COMGCWVDMTPEHC6J&lid=LSTCOMGCWVDMTPEHC6JFF7LRD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_90&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWVDMTPEHC6J.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,5759.0,Mid,,8,256.0,1.8,15.6,Intel Core i3 11th Gen,Intel Integrated Intel® UHD Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,47990.0
18,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Grey, 1.37 kg, With MS Office)",https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm41059a863fc02?pid=COMGCWBEFHWXXY5A&lid=LSTCOMGCWBEFHWXXY5ARDAKYJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_91&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEFHWXXY5A.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,7799.0,High,4.3,16,512.0,1.37,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,64990.0
19,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Green, 1.37 kg, With MS Office)",https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm7d1b1a9d3579b?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_92&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEDBYGSMA6.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,7799.0,High,4.3,16,512.0,1.37,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,64990.0
20,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)",https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itmcef634fed35db?pid=COMGCWBEUEYYC7WH&lid=LSTCOMGCWBEUEYYC7WHYDUYN1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_93&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEUEYYC7WH.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,7799.0,High,4.3,16,512.0,1.37,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,64990.0
21,"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)",https://www.flipkart.com/dell-g15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-165-hz-g15-5511-se-gaming-laptop/p/itm39da14bb5a421?pid=COMGCQQZZYT3G54U&lid=LSTCOMGCQQZZYT3G54UQEYIN0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_94&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCQQZZYT3G54U.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,12479.0,Premium,,16,512.0,2.65,15.6,Intel Core i7 11th Gen,NVIDIA GeForce RTX 3050 Ti,4.0,3,2,2,2.4,High,Gaming,C,High,103990.0
22,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)",https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmb14d1cbc2f2fe?pid=COMGCNDPPQPTKCMN&lid=LSTCOMGCNDPPQPTKCMNMBBMZW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_95&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCNDPPQPTKCMN.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,8339.0,High,4.5,8,512.0,2.57,15.6,AMD Ryzen 5 Hexa Core,NVIDIA GeForce RTX 3050,4.0,3,2,1,2.2,High,Gaming,C,High,69490.0
23,"Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop  (14.1 Inch, Matt Black)",https://www.flipkart.com/avita-satus-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-nu14a1inc43pn-mb-laptop/p/itmcc27c094ef28d?pid=COMGCGWTYFFFKAAY&lid=LSTCOMGCGWTYFFFKAAYW0IWKU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_96&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCGWTYFFFKAAY.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,2639.0,Entry,4.4,4,128.0,,14.1,Intel Celeron Dual Core,Intel Integrated UHD Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,21990.0
24,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itmb9d5c1df6f0c4?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_25&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GXUAAMYJF.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,8999.0,High,4.6,16,512.0,1.5,14.0,Intel Core i5 12th Gen,Intel Integrated Iris Xe Graphics,,3,0,2,1.6,Medium,Développement,A,Low,74990.0
25,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM702WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km702ws-thin-light-laptop/p/itmd1086591ca87c?pid=COMGCG2GCTYUYF4N&lid=LSTCOMGCG2GCTYUYF4NFRNNAW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_26&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GCTYUYF4N.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,11399.0,Premium,,16,512.0,1.5,14.0,Intel Core i7 12th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,94990.0
26,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM531WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)",https://www.flipkart.com/asus-zenbook-14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux3402za-km531ws-thin-light-laptop/p/itm92e2e0518b654?pid=COMGDGNFANZMQPAC&lid=LSTCOMGDGNFANZMQPACNAYX3S&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_27&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNFANZMQPAC.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,10799.0,Premium,,16,512.0,1.39,14.0,Intel Core i5 12th Gen,Intel Integrated Iris Xe,,3,0,2,1.6,Medium,Développement,A,Low,89990.0
27,"ASUS Zenbook 14X (2022) Space edition Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN711WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",https://www.flipkart.com/asus-zenbook-14x-2022-space-intel-evo-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-ux5401zas-kn711ws-thin-light-laptop/p/itm5ff6cd13c140c?pid=COMGDGNF2MQRPDCQ&lid=LSTCOMGDGNF2MQRPDCQTCSA3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_28&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNF2MQRPDCQ.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,16199.0,Premium,,16,1024.0,1.4,14.0,Intel Core i7 12th Gen,Intel Integrated Iris Xe,,3,0,2,1.6,Medium,Développement,A,Low,134990.0
28,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM502WS Thin and Light Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)",https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_29&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GXGJGEYUW.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,8999.0,High,4.6,16,512.0,1.5,14.0,Intel Core i5 12th Gen,Intel Integrated Iris Xe Graphics,,3,0,2,1.6,Medium,Développement,A,Low,74990.0
29,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM731WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)",https://www.flipkart.com/asus-zenbook-14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux3402za-km731ws-thin-light-laptop/p/itm84612fb82dd3a?pid=COMGDGNF3HP9GEZZ&lid=LSTCOMGDGNF3HP9GEZZCGFJI3&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_30&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNF3HP9GEZZ.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,12599.0,Premium,,16,512.0,1.39,14.0,Intel Core i7 12th Gen,Intel Integrated Iris Xe,,3,0,2,1.6,Medium,Développement,A,Low,104990.0
30,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM701WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km701ws-thin-light-laptop/p/itm4187d820744b9?pid=COMGCG2GSAAZYQXG&lid=LSTCOMGCG2GSAAZYQXGLD3CDU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_31&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCG2GSAAZYQXG.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,11399.0,Premium,,16,512.0,1.5,14.0,Intel Core i7 12th Gen,Intel Integrated Iris Xe Graphics,,3,0,2,1.6,Medium,Développement,A,Low,94990.0
31,"ASUS Zenbook 14X (2022) Space edition Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5401ZAS-KN521WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",https://www.flipkart.com/asus-zenbook-14x-2022-space-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux5401zas-kn521ws-thin-light-laptop/p/itm6f374d850d89a?pid=COMGDGNFACGEDSGP&lid=LSTCOMGDGNFACGEDSGPCTKHQR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_32&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDGNFACGEDSGP.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,13799.0,Premium,,16,512.0,1.4,14.0,Intel Core i5 12th Gen,Intel Integrated Iris Xe,,3,0,2,1.6,Medium,Développement,A,Low,114990.0
32,"DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)",https://www.flipkart.com/dell-vostro-3405-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-11-home-thin-light-laptop/p/itm5b2b4a21bf8a0?pid=COMGCVHM7TAJFGNB&lid=LSTCOMGCVHM7TAJFGNBKREXVV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_33&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGCVHM7TAJFGNB.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,5159.0,Entry,,8,256.0,1.59,14.0,AMD Ryzen 5 Quad Core,AMD Radeon Vega 8,,2,0,1,1.0,Low,Études,B,Medium,42990.0
33,"ASUS Ryzen 7 Hexa Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 rts) FA506IC-HN005T Gaming Laptop  (15.6 inch, Graphite Black)",https://www.flipkart.com/asus-ryzen-7-hexa-core-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-rts-fa506ic-hn005t-gaming-laptop/p/itm6e3aad9f5d5fd?pid=COMGDYA4MFZHM36H&lid=LSTCOMGDYA4MFZHM36HZOYP2Z&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_34&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDYA4MFZHM36H.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,9660.0,High,,8,512.0,,15.6,AMD Ryzen 7 Hexa Core 10th Gen,NVIDIA GeForce RTX 3050 rts,4.0,2,2,1,1.8,Medium,Gaming,C,High,80500.0
34,"ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop  (16.6 inch, Graphite Black)",https://www.flipkart.com/asus-ryzen-9-octa-core-10th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-rtx3060-6gb-fa506qm-hn124w-gaming-laptop/p/itmd56f46c8189d2?pid=COMGDVXPNGFMHWTX&lid=LSTCOMGDVXPNGFMHWTXPSNI8E&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_35&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDVXPNGFMHWTX.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,12839.0,Premium,,16,512.0,,16.6,AMD Ryzen 9 Octa Core 10th Gen,NVIDIA GeForce RTX RTX3060-6GB,6.0,3,3,2,2.8000000000000003,Extreme,Gaming,C,High,106990.0
35,"ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)",https://www.flipkart.com/asus-core-i5-10th-gen-8-gb-256-gb-ssd-windows-11-home-x515ja-bq511ws-thin-light-laptop/p/itmd9d53b508670c?pid=COMGDRJQFQR9CHHM&lid=LSTCOMGDRJQFQR9CHHMJIR8NS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_36&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.COMGDRJQFQR9CHHM.SEARCH&ssid=e34pcwh5jtdngcu81653219859653,5212.0,Entry,,8,256.0,,15.6,Intel Core i5 10th Gen,Intel Integrated intel,,2,0,1,1.0,Low,Études,B,Medium,43430.0
